PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
28,461554563,162671087,CC1(CC2=C(CN(C(N2C3=CC=C(C=C3)OC4=CC=CC=C4)C5=CC=C(C=C5)Br)C6=CC=C(C=C6)Cl)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
29,461554751,162671223,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Br)C(=O)C1)C,Active,,,,2.33,EC50,=,2330,nM,
30,461555150,162671511,CC1=CC=C(S1)C2N(CC3=C(N2C4=CC=CC=C4)CC(CC3=O)(C)C)C5=CC=CC=C5,Active,,,,3.24,EC50,=,3240,nM,
31,461555373,162671655,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)C(F)(F)F)C5=CC=CC=C5)C(=O)C1)C,Active,,,,3.75,EC50,=,3750,nM,
32,461555497,162671746,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C5=CC=CC=C5)C(=O)C1)C,Active,,,,2.83,EC50,=,2830,nM,
33,461555785,162671962,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)C5=CC=CC=C5)C6=CC=CC=C6)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
34,461555891,162672043,CC1(CC2=C(CN(C(N2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Cl)C(=O)C1)C,Active,,,,4.33,EC50,=,4330,nM,
35,461556493,162672496,CCCCC1N(CC2=C(N1C3=CC=CC=C3)CC(CC2=O)(C)C)C4=CC=CC=C4,Unspecified,,,,20,EC50,>,20000,nM,
36,461556792,162672702,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)C(C)(C)C)C(=O)C1)C,Active,,,,5.33,EC50,=,5330,nM,
37,461556813,162672717,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)F)C(=O)C1)C,Active,,,,1.9,EC50,=,1900,nM,
38,461557000,162672856,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Br)C5=CC(=CC=C5)Cl)C(=O)C1)C,Active,,,,4.73,EC50,=,4730,nM,
39,461557530,162673239,CC1(CC2=C(CN(C(N2C3=CC=C(C=C3)OC)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Cl)C(=O)C1)C,Active,,,,2.6,EC50,=,2600,nM,
40,461557806,162673429,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=CS4)C5=CC=CC=C5)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
41,461558009,162673572,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)OC)C5=CC=CC=C5)C(=O)C1)C,Active,,,,7.52,EC50,=,7520,nM,
42,461558266,162673730,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=CC5=CC=CC=C54)C6=CC=CC=C6)C(=O)C1)C,Active,,,,3.87,EC50,=,3870,nM,
43,461559640,162674701,CC(C)C1=CC=C(C=C1)N2CC3=C(CC(CC3=O)(C)C)N(C2C4=CC=C(C=C4)Br)C5=CC=CC=C5,Active,,,,5.55,EC50,=,5550,nM,
44,461560116,162675034,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)O)C5=CC=CC=C5)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
45,461560810,162675527,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Br)CC5=CC=CC=C5)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
46,461561417,162675961,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Cl)C(=O)C1)C,Active,,,,1.38,EC50,=,1380,nM,
47,461561695,162676171,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC5=CC=CC=C5C=C4)C6=CC=CC=C6)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
48,461562095,162676445,CC(C)OC1=CC=C(C=C1)C2N(CC3=C(N2C4=CC=CC=C4)CC(CC3=O)(C)C)C5=CC=CC=C5,Active,,,,5.03,EC50,=,5030,nM,
49,461562221,162676530,CC1(CC2=C(CN(C(N2C3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)Br)C6=CC=C(C=C6)Cl)C(=O)C1)C,Unspecified,,,,13.49,EC50,=,13490,nM,
50,461562378,162676644,CC1(CC2=C(CN(C(N2C3=CC=C(C=C3)C4=CC=CC=C4)C5=CC=C(C=C5)Br)C6=CC=C(C=C6)Cl)C(=O)C1)C,Unspecified,,,,20,EC50,>,20000,nM,
51,461562489,162676723,CC1(CC2=C(CN(C(N2C3=CC=CC=C3)C4=CC=C(C=C4)OC(C)(C)C)C5=CC=CC=C5)C(=O)C1)C,Active,,,,2.63,EC50,=,2630,nM,
