PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
29,469800217,164610057,CCCC[C@@H](C(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N)NC(=O)C,Unspecified,,,,10,CC50,>,10000,nM,Falls Outside The Dose Series
30,469810959,138376585,C1CNCCC1COC2=CN=C(C(=N2)C3=CC=C(C=C3)C4=COC=C4)C5=CC=C(C=C5)CN,Active,,,,1.695,CC50,=,1695,nM,
31,469820565,155194384,C1CNCCC1COC2=CN=C(C(=N2)C3=CC=C(C=C3)C4CCOCC4)C5=CC=C(C=C5)CN,Unspecified,,,,10,CC50,>,10000,nM,Falls Outside The Dose Series
32,469821415,164625374,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)N3CCCCC3,Unspecified,,,,10,CC50,>,10000,nM,Falls Outside The Dose Series
33,482064522,168281779,B1(C2=C(CO1)C=CC(=C2)NC(=O)C3=CC(=CC=C3)OCC4=C(C=CC=C4Cl)Cl)O,Unspecified,,,,10,CC50,>,10000,nM,Falls Outside The Dose Series
34,504819914,146279852,CC1(CC2=C(CN1CC3CCCCC3)C(=C(S2)NC(=O)CC4=CC=C(C=C4)S(=O)(=O)N)C#N)C,Active,,,,2.592,CC50,=,2592,nM,
35,504819914,146279852,CC1(CC2=C(CN1CC3CCCCC3)C(=C(S2)NC(=O)CC4=CC=C(C=C4)S(=O)(=O)N)C#N)C,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
36,520013871,177646246,COC1=CC(=CC(=C1)N[C@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,8.46,CC50,=,8460,nM,
37,520013871,177646246,COC1=CC(=CC(=C1)N[C@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,1.559,CC50,=,1559,nM,
38,520013871,177646246,COC1=CC(=CC(=C1)N[C@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,1.566,CC50,=,1566,nM,
39,520013871,177646246,COC1=CC(=CC(=C1)N[C@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,1.337,CC50,=,1337,nM,
40,520013871,177646246,COC1=CC(=CC(=C1)N[C@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,1.464,CC50,=,1464,nM,
41,520013871,177646246,COC1=CC(=CC(=C1)N[C@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,1.507,CC50,=,1507,nM,
42,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Active,,,,7.471,CC50,=,7471,nM,
43,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,23.183,CC50,=,23183,nM,
44,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,13.625,CC50,=,13625,nM,
45,520069258,177661582,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)C4=CNN=C4)F,Unspecified,,,,37.183,CC50,=,37183,nM,
46,520069300,177661624,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=C(C=C3)CCCCN)Cl,Active,,,,6.493,CC50,=,6493,nM,
47,520069306,177661630,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)C=CN4,Unspecified,,,,19.73,CC50,=,19730,nM,
48,520069317,177661641,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)C4=CNC(=O)C(=C4)F)F,Unspecified,,,,25.384,CC50,=,25384,nM,
49,520069320,177661644,C1C2=C(CN1)C(=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)CC#N,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
50,520069335,177661659,CC1=C(CCC1=O)C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
51,520069337,172991058,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC=C3)NC(=O)N4,Unspecified,,,,33.345,CC50,=,33345,nM,
52,520069354,177661676,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CN(N=C3)CC4=CC=C(C=C4)C(=O)O)Cl,Unspecified,,,,24.02,CC50,=,24020,nM,
53,520069366,172991040,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
54,520069378,177661698,C=CC[C@@H](C1=CC=CC(=C1)CN)NC2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Active,,,,3.342,CC50,=,3342,nM,
55,520069977,177661799,C=C1C[C@@H]([C@H](C1)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=CC(=C4)C5=NNN=N5,Active,,,,7.561,CC50,=,7561,nM,
56,520069984,177661806,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NC=CC4=CC(=C3)Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
57,520070600,177661964,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)C#N,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
58,520070600,177661964,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)C#N,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
59,520070601,177661965,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,18.851,CC50,=,18851,nM,
60,520070601,177661965,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,11.93,CC50,=,11930,nM,
61,520070614,177661978,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=C(C=C4CNCC4=C3)Br,Active,,,,6.394,CC50,=,6394,nM,
62,520070620,177661983,COC1=CC=CC=C1C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,15.567,CC50,=,15567,nM,
63,520070655,177662016,CCNC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC3=C(C=C2)OCCNC3)Cl,Unspecified,,,,35.257,CC50,=,35257,nM,
64,520070662,177662023,C=CC1=C(C=C2CNCC2=C1)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
65,520070667,177662028,C1CNCC=C1C2=CSC3=C2C=CC(=C3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,18.81,CC50,=,18810,nM,
66,520070686,177662046,COC(=O)C1=CC(=CC2=C1NC=C2CC3=CC=C(C=C3)C4=NNN=N4)Br,Active,,,,9.832,CC50,=,9832,nM,
67,520070693,177662053,C1CNCCC2=C1C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
68,520070700,177662060,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC(=CC(=C3)/C=C/C(=O)O)CN)Cl,Unspecified,,,,15.693,CC50,=,15693,nM,
69,520070703,177662063,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)C#N)C(F)(F)F,Active,,,,0.739,CC50,=,739,nM,
70,520070713,177662073,C1CCN2C(=NC3=C(C=C(C=C32)Br)C(=O)NC4=CC5=C(CNC5)C=C4)C1,Active,,,,1.269,CC50,=,1269,nM,
71,520070718,177662078,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)CCC3=CC(=CC=C3)CN)Cl,Unspecified,,,,11.929,CC50,=,11929,nM,
72,520070749,177662109,CC(C)N1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,22.749,CC50,=,22749,nM,
73,520070772,177662132,CCC1=C(SC(=C1)C(=O)NC2=CC=CC(=C2)C3=NNN=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
74,520070774,177662134,CC1=C(C2=CC=CC=C2N1)CN3CCC(CC3)C4=CNC5=C4C=CC=N5,Unspecified,,,,30.986,CC50,=,30986,nM,
75,520070793,177662153,C1CC(C1)N2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,12.823,CC50,=,12823,nM,
76,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Active,,,,0.391,CC50,<,391,nM,Falls Outside The Dose Series
77,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Active,,,,5.47,CC50,=,5470,nM,
78,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Active,,,,4.155,CC50,=,4155,nM,
79,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
80,520071517,177662245,C1C[C@H]2[C@@H](NC3=C([C@H]2OC1)C=C(C=C3)CN)C4=CC(=CC(=C4)Cl)NC(=O)OCC5=CC=CC=C5,Active,,,,5.797,CC50,=,5797,nM,
81,520071555,177662282,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Active,,,,1.901,CC50,=,1901,nM,
82,520071558,177662285,C1[C@H]([C@@H]1C(=O)O)C2=CC(=CC(=C2)CN)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,21.753,CC50,=,21753,nM,
83,520071577,177662303,CCNC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
84,520071582,177662308,COC1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,27.497,CC50,=,27497,nM,
85,520071583,177662309,C1CC1C2=CC(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,11.173,CC50,=,11173,nM,
86,520071597,177662323,C=CC[C@@H](C1=CC=C(C=C1)C2=NNN=N2)NC3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,7.624,CC50,=,7624,nM,
87,520071620,177662344,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CN,Active,,,,3.508,CC50,=,3508,nM,
88,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
89,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
90,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
91,520072287,177662514,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=C(NC4=CC=C3)C(F)(F)F,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
92,520072297,177662524,C1CC1S(=O)(=O)NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
93,520072302,172991051,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)NC(=O)N4,Active,,,,4.788,CC50,=,4788,nM,
94,520072311,177662536,CCOC1=CC=CC(=C1)C2=C(C=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O)C,Unspecified,,,,21.919,CC50,=,21919,nM,
95,520072342,177662566,CC(C)CNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,10,CC50,>,10000,nM,Falls Outside The Dose Series
96,520072354,177662578,C1C(CN1)C2=C3C=CC=C(C3=NN2)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
97,520072358,177662582,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3C(=O)NCC(F)(F)F)Cl)F)Cl,Active,,,,5.653,CC50,=,5653,nM,
98,520072358,177662582,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3C(=O)NCC(F)(F)F)Cl)F)Cl,Unspecified,,,,10,CC50,>,10000,nM,Falls Outside The Dose Series
99,520072378,177662602,C1[C@@H]([C@H](CN1CC2=CC=CC=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C5=CC=CC(=C5)C6=NNN=N6,Unspecified,,,,12.282,CC50,=,12282,nM,
100,520072379,177662603,C1C2=C(CN1)C=C(C=C2)NCC3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,21.434,CC50,=,21434,nM,
101,520072396,177662618,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CC=CC(=C5)C#N,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
102,520072404,177662625,C1CC2=C(C(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3)NC1,Unspecified,,,,24.768,CC50,=,24768,nM,
103,520072981,177662690,CN(C1=CC2=C(CNC2)C=C1)[C@@H](C3=CC(=CC(=C3)C4CC4)Cl)C(=O)NCC(F)F,Unspecified,,,,14.347,CC50,=,14347,nM,
104,520073024,177662731,CC1=CC(=CC=C1)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Active,,,,0.838,CC50,=,838,nM,
105,520073040,177662747,C1C[C@@H](OC1)CN2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,37.106,CC50,=,37106,nM,
106,520073046,177662752,CC[C@@H](CC1=NNN=N1)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
107,520073067,177662772,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)[C@@H](N1)CCO,Unspecified,,,,42.515,CC50,=,42515,nM,
108,520073078,177662783,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Br,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
109,520073081,177662786,C1C[C@@H](OC1)CNC(=O)[C@@H](C2=CC(=CC(=C2)C3CC3)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
110,520073090,177662795,C1C2=C(C=C(C=C2NC1=O)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,27.714,CC50,=,27714,nM,
111,520073109,177662814,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC=CC4=C3NN=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
112,520073839,177662901,C1CNCCC1C2=CC(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,11.762,CC50,=,11762,nM,
113,520073853,177662915,CNC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
114,520073853,177662915,CNC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
115,520073856,177662918,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)[C@@H](N1)C[C@@H](CO)O,Unspecified,,,,31.153,CC50,=,31153,nM,
116,520073903,177662961,C1CNC[C@@]12C3=C(C=CC=C3NC2=O)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
117,520073904,177662962,COC1=CC=CC(=C1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,23.071,CC50,=,23071,nM,
118,520073905,177662963,C1CN(CCC1C2=NC3=CC=CC=C3S2)CC4=CNC5=CC=CC=C54,Active,,,,5.308,CC50,=,5308,nM,
119,520073908,177662966,CC1=NC=C(S1)C2=CC(=CC(=C2)F)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
120,520073909,177662967,C1C2=C(CN1)C(=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)Br,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
121,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,7.129,CC50,=,7129,nM,
122,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,9.327,CC50,=,9327,nM,
123,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,7.308,CC50,=,7308,nM,
124,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,9.62,CC50,=,9620,nM,
125,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
126,520073948,177663003,COCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
127,520073948,177663003,COCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
128,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
129,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,21.135,CC50,=,21135,nM,
130,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,27.137,CC50,=,27137,nM,
131,520073955,177663009,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)Cl)N)N,Unspecified,,,,50,CC50,>,50000,nM,Falls Outside The Dose Series
