PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
23,442051109,156012902,C1CCC(CC1)CC(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NCC4=CC=C(C=C4)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
24,442051694,156013315,COC1=CC=CC(=C1)COC2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)NCC5=CC=C(C=C5)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,2.9,EC50,=,2900,nM,
25,442052476,156013880,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=NC=C3,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
26,442052594,156013960,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=C(C=C2)C#N)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
27,442052753,156014073,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CN=C(C=C3)N.C(=O)(C(F)(F)F)O,Unspecified,,,,13,EC50,=,13000,nM,
28,442053473,156014586,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCCCCCN=C(N)N,Active,,,,7.7,EC50,=,7700,nM,
29,442054010,156014946,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC4=C(C=C3)NN=C4,Active,,,,6.9,EC50,=,6900,nM,
30,442054361,156015167,CCCCCC(=O)N[C@@H](C1=CC=CC=C1)C(=O)NCC2=CC=C(C=C2)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
31,442054415,156015212,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C#N,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
32,442054772,156015438,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
33,442054858,156015496,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)CC4=CC=C(C=C4)C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Unspecified,,,,20,EC50,=,20000,nM,
34,442054994,156015578,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)NC(=O)N,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
35,442055180,156015708,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCCCCCN,Unspecified,,,,13,EC50,=,13000,nM,
36,442056187,156016390,CCCCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,0.83,EC50,=,830,nM,
37,442056241,156016434,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
38,442057006,156016977,CCCCCC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC(=C(C=C2)Cl)Cl)C(=O)NCC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
39,442057092,156017040,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC=CC=C4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
40,442057722,156017483,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)CN.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
41,442058007,156017688,CCCCCC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
42,442058322,156017915,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC=C(S4)C5=CC=CS5.C(=O)(C(F)(F)F)O,Active,,,,9.3,EC50,=,9300,nM,
43,442059120,156018493,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)NC(=O)CN,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
44,442059863,156019007,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC(=CC=C4)OC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,7.3,EC50,=,7300,nM,
45,442060063,156019152,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCN,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
46,442060272,156019299,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCCCN,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
47,442060775,156019663,C1CCC(CC1)OC2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)NCC5=CC=C(C=C5)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,2.2,EC50,=,2200,nM,
48,442061420,156020107,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)N=C(N)N)NC(=O)C4=CC=C(C=C4)OCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,2.1,EC50,=,2100,nM,
49,442062914,156021157,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)N[C@@H](CCCCN)C(=O)N,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
50,442063172,156021333,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN(C)C,Active,,,,6.7,EC50,=,6700,nM,
51,442063686,156021669,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
52,442064083,156021941,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=C(C=CC=C2Cl)Cl)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
53,442064145,156021992,CCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,2.8,EC50,=,2800,nM,
54,442064500,156022201,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,0.49,EC50,=,490,nM,
55,442064502,156022203,CCCCCCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,2.3,EC50,=,2300,nM,
56,442064609,156022260,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=C(C=C3)N=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,3,EC50,=,3000,nM,
57,461563607,162677490,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN=C(N)N.C(=O)(C(F)(F)F)O,Active,,,,6.3,EC50,=,6300,nM,
