PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
18,103649287,44590056,C[C@H]([C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)CNC(=O)C2=CC=CC=C2N)O,Unspecified,,,,18.64,Km,=,18640,nM,
19,103649288,44590057,C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,0.92,/min,
20,103649288,44590057,C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,21.17,Km,=,21170,nM,
21,103649290,44590059,CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)NC(=O)C3=CC=CC=C3N)N,Unspecified,,,,,Kcat,=,0.32,/min,
22,103649290,44590059,CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)NC(=O)C3=CC=CC=C3N)N,Unspecified,,,,53.49,Km,=,53490,nM,
23,103649291,44590060,C1=CC=C(C(=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)N,Unspecified,,,,,Kcat,=,0.17,/min,
24,103649291,44590060,C1=CC=C(C(=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)N,Unspecified,,,,10.04,Km,=,10040,nM,
25,103649292,44590061,C[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,0.61,/min,
26,103649292,44590061,C[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,13.01,Km,=,13010,nM,
27,103649295,44590064,C[C@H]([C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)C2=CC=CC=C2N)O,Unspecified,,,,,Kcat,=,0.2,/min,
28,103649295,44590064,C[C@H]([C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)C2=CC=CC=C2N)O,Unspecified,,,,11.12,Km,=,11120,nM,
29,103649296,44590065,CC(C)[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,1.75,/min,
30,103649296,44590065,CC(C)[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,19.72,Km,=,19720,nM,
31,103649297,44590066,C1=CC=C(C(=C1)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)N,Unspecified,,,,,Kcat,=,0.17,/min,
32,103649297,44590066,C1=CC=C(C(=C1)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)N,Unspecified,,,,20.84,Km,=,20840,nM,
33,103649298,44590067,C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)C3=CC=CC=C3N,Unspecified,,,,,Kcat,=,0.61,/min,
34,103649298,44590067,C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)C3=CC=CC=C3N,Unspecified,,,,31.4,Km,=,31400,nM,
35,103649299,44590068,C1C[C@H](N(C1)C(=O)[C@H](CC(=O)N)NC(=O)C2=CC=CC=C2N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CC4=CC(=C(C=C4)O)[N+](=O)[O-])C(=O)N,Unspecified,,,,,Kcat,=,0.11,/min,
36,103649299,44590068,C1C[C@H](N(C1)C(=O)[C@H](CC(=O)N)NC(=O)C2=CC=CC=C2N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CC4=CC(=C(C=C4)O)[N+](=O)[O-])C(=O)N,Unspecified,,,,26.92,Km,=,26920,nM,
37,103649300,44590069,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](C)NC(=O)CNC(=O)C3=CC=CC=C3N)O,Unspecified,,,,,Kcat,=,1.42,/min,
38,103649300,44590069,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](C)NC(=O)CNC(=O)C3=CC=CC=C3N)O,Unspecified,,,,18.86,Km,=,18860,nM,
39,103649302,44590071,C1C[C@H](N(C1)C(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)NC(=O)C3=CC=CC=C3N)C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC5=CC(=C(C=C5)O)[N+](=O)[O-])C(=O)N,Unspecified,,,,,Kcat,=,0.05,/min,
40,103649302,44590071,C1C[C@H](N(C1)C(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)NC(=O)C3=CC=CC=C3N)C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC5=CC(=C(C=C5)O)[N+](=O)[O-])C(=O)N,Unspecified,,,,19.56,Km,=,19560,nM,
41,103649303,44590072,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C4=CC=CC=C4N)O,Unspecified,,,,,Kcat,=,0.87,/min,
42,103649303,44590072,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C4=CC=CC=C4N)O,Unspecified,,,,42.25,Km,=,42250,nM,
43,103649304,44590073,CC(C)C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)C3=CC=CC=C3N,Unspecified,,,,,Kcat,=,1.41,/min,
44,103649304,44590073,CC(C)C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)C3=CC=CC=C3N,Unspecified,,,,16.6,Km,=,16600,nM,
45,103649305,44590074,C[C@H]([C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,,Kcat,=,0.04,/min,
46,103649305,44590074,C[C@H]([C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,11.28,Km,=,11280,nM,
47,103649307,44590076,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,,Kcat,=,0.37,/min,
48,103649307,44590076,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,48.56,Km,=,48560,nM,
49,103649309,44590078,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)C3=CC=CC=C3N,Unspecified,,,,,Kcat,=,0.46,/min,
50,103649309,44590078,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)C3=CC=CC=C3N,Unspecified,,,,28.86,Km,=,28860,nM,
51,103649310,44590079,C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C4=CC=CC=C4N,Unspecified,,,,,Kcat,=,2.87,/min,
52,103649310,44590079,C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C4=CC=CC=C4N,Unspecified,,,,22.21,Km,=,22210,nM,
53,103649311,44590080,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,1.3,/min,
54,103649311,44590080,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,25.42,Km,=,25420,nM,
55,103649312,44590081,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC2=CN=CN2)NC(=O)C3=CC=CC=C3N,Unspecified,,,,,Kcat,=,0.08,/min,
56,103649312,44590081,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC2=CN=CN2)NC(=O)C3=CC=CC=C3N,Unspecified,,,,25.06,Km,=,25060,nM,
57,103649313,44590082,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,1.07,/min,
58,103649313,44590082,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC(=O)C2=CC=CC=C2N,Unspecified,,,,25.92,Km,=,25920,nM,
59,103649314,44590083,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N)O,Unspecified,,,,,Kcat,=,2.45,/min,
60,103649314,44590083,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N)O,Unspecified,,,,29.5,Km,=,29500,nM,
61,103649316,44590085,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C3=CC=CC=C3N,Unspecified,,,,,Kcat,=,0.17,/min,
62,103649316,44590085,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C3=CC=CC=C3N,Unspecified,,,,75.26,Km,=,75260,nM,
63,103649317,44590086,C1=CC=C(C(=C1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)N,Active,,,,7.43,Km,=,7430,nM,
64,103649317,44590086,C1=CC=C(C(=C1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC2=CC(=C(C=C2)O)[N+](=O)[O-])C(=O)N)N,Unspecified,,,,,Kcat,=,2.97,/min,
65,103649318,44590087,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC2=CN=CN2)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,,Kcat,=,0.1,/min,
66,103649318,44590087,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC2=CN=CN2)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,15.39,Km,=,15390,nM,
67,103649319,44590088,CC(C)C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,0.14,/min,
68,103649319,44590088,CC(C)C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)C2=CC=CC=C2N,Unspecified,,,,69.33,Km,=,69330,nM,
69,103649320,44590089,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(=O)N)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,,Kcat,=,0.57,/min,
70,103649320,44590089,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(=O)N)NC(=O)C3=CC=CC=C3N)O,Unspecified,,,,23.82,Km,=,23820,nM,
71,103649321,44590090,C[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)NC(=O)C4=CC=CC=C4N,Unspecified,,,,,Kcat,=,0.86,/min,
72,103649321,44590090,C[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CC(=C(C=C3)O)[N+](=O)[O-])C(=O)N)NC(=O)C4=CC=CC=C4N,Unspecified,,,,18.19,Km,=,18190,nM,
73,103649322,44590091,C1C[C@H](N(C1)C(=O)CNC(=O)C2=CC=CC=C2N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CC(=C(C=C4)O)[N+](=O)[O-])C(=O)N,Unspecified,,,,,Kcat,=,0.44,/min,
74,103649322,44590091,C1C[C@H](N(C1)C(=O)CNC(=O)C2=CC=CC=C2N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CC(=C(C=C4)O)[N+](=O)[O-])C(=O)N,Unspecified,,,,18.7,Km,=,18700,nM,
75,103649323,44590092,C[C@@H](C(=O)NCC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,3.34,/min,
76,103649323,44590092,C[C@@H](C(=O)NCC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,24.86,Km,=,24860,nM,
77,103649324,44590093,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CO)NC(=O)C5=CC=CC=C5N,Unspecified,,,,,Kcat,=,0.89,/min,
78,103649324,44590093,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CO)NC(=O)C5=CC=CC=C5N,Unspecified,,,,11.97,Km,=,11970,nM,
79,103649325,44590094,C[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,0.63,/min,
80,103649325,44590094,C[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,10.59,Km,=,10590,nM,
81,103649326,44590095,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)C2=CC=CC=C2N)O,Unspecified,,,,,Kcat,=,0.77,/min,
82,103649326,44590095,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)C2=CC=CC=C2N)O,Unspecified,,,,20.87,Km,=,20870,nM,
83,103649391,44590130,C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,4.11,/min,
