"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2064288";"";"None";"520.59";"1";"4.48";"4f";"COc1ccccc1[C@@H]1[C@H](Oc2ccccc2)C(=O)N1CCn1cnc2c(NCc3ccccc3)ncnc21";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2067368";"Antiviral activity against Dengue virus 2 assessed as inhibition of virus-induced cytopathic effect by cell-based assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2062436";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";""
"CHEMBL2064292";"";"None";"472.57";"0";"4.97";"7c";"CC(C)N1C(=O)[C@H](CCCn2cnc3c(NCc4ccccc4)ncnc32)[C@H]1c1ccccc1F";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2067368";"Antiviral activity against Dengue virus 2 assessed as inhibition of virus-induced cytopathic effect by cell-based assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2062436";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";""
"CHEMBL4288440";"";"None";"401.81";"0";"2.11";"17e";"OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(-c4ccco4)ncnc32)[C@@H](O)[C@@H]1O";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4263094";"Antiviral activity against Dengue virus 2 strain 16681 infected in African green monkey Vero cells preincubated for 1 hr followed by viral infection and measured after 3 days by Cy-3 dye based fluorescence microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4261558";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";"";"";"50.0"
"CHEMBL4279588";"";"None";"419.87";"0";"3.56";"23h";"OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(-c4ccsc4)ncnc32)[C@H](F)[C@@H]1O";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4263094";"Antiviral activity against Dengue virus 2 strain 16681 infected in African green monkey Vero cells preincubated for 1 hr followed by viral infection and measured after 3 days by Cy-3 dye based fluorescence microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4261558";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";"";"";"50.0"
"CHEMBL2059155";"";"None";"341.17";"0";"-0.03";"5";"Nc1ncc(Br)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O";"EC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2061795";"Antiviral activity against Dengue virus infected in african green monkey Vero cells assessed as reduction of viral replication";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL2057086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307520";"";"";"";"2.9"
"CHEMBL3339386";"";"None";"415.43";"0";"3.79";"15e";"O=C(NCc1ccc(-c2cccnc2)cc1)c1nc[nH]c1C(=O)Nc1ccc(F)cc1";"EC50";"'='";"42100.0";"nM";"4.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389955";"Antiviral activity against Dengue virus infected in green monkey Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue dye based assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352473";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"42.1"
"CHEMBL3339387";"";"None";"420.47";"0";"4.46";"15f";"O=C(NCc1ccc(-c2ccsc2)cc1)c1nc[nH]c1C(=O)Nc1ccc(F)cc1";"EC50";"'='";"33690.0";"nM";"4.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389955";"Antiviral activity against Dengue virus infected in green monkey Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue dye based assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352473";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"33.69"
"CHEMBL3339388";"";"None";"415.43";"0";"3.79";"15g";"O=C(NCc1ccc(-c2ccncc2)cc1)c1nc[nH]c1C(=O)Nc1ccc(F)cc1";"EC50";"'>'";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389955";"Antiviral activity against Dengue virus infected in green monkey Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue dye based assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352473";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"120.0"
"CHEMBL226335";"RUTIN";"3.0";"610.52";"3";"-1.69";"rutin";"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3384587";"Antiviral activity against Dengue virus assessed as inhibition of viral replication";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3352310";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"1.7"
"CHEMBL4447800";"";"None";"722.90";"2";"8.91";"14";"Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N";"EC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431530";"Antiviral activity against Dengue virus 2 infected in BHK21 cells assessed as reduction in virus replication after 72 hrs by renilla luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"7.1"
"CHEMBL4516506";"";"None";"421.55";"0";"4.92";"12";"Nc1c(C(=O)Nc2nnc(-c3ccccc3)s2)sc2nc3c(cc12)CCCCC3";"FC";"'='";"20.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4431521";"Antiviral activity against Dengue virus 2 NGC infected through intraperitoneal route in AG129 mouse assessed as reduction of viral load in liver at 50 mg/kg, ip bid measured on day 3 by plaque assay relative to vehicle-treated control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"20.0"
"CHEMBL4468127";"";"None";"4684.40";"None";"None";"MLH40";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCSC)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(C)C)C(C)C)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)CC)[C@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O";"EC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431515";"Antiviral activity against Dengue virus 4 H241 infected in african green monkey Vero cells assessed as blockage of viral entry after 72 hrs by foci-forming assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307520";"";"";"";"24.0"
"CHEMBL4074725";"";"None";"422.59";"1";"6.67";"47";"COc1ccc(-c2csc(NC(=O)c3cc(C(C)(C)C)cc(C(C)(C)C)c3)n2)cc1";"EC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431562";"Antiviral activity against Dengue virus 2 NGC infected in BHK21 cells assessed as reduction in viral titer after 48 hrs by plaque assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"1.6"
"CHEMBL6067487";"IVERMECTIN";"4.0";"None";"None";"None";"Ivermectin";"";"EC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431587";"Antiviral activity against Dengue virus 1 by CFI assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 1";"None";"None";"None";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"1.2"
"CHEMBL2220442";"FLUVASTATIN";"4.0";"411.47";"0";"4.63";"Fluvastatin";"CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21";"EC50";"'='";"1820.0";"nM";"5.74";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431598";"Antiviral activity against Dengue virus 2 NGC infected in human A549 cells assessed as reduction in virus replication after 48 hrs by renilla luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"1.82"
"CHEMBL2110737";"CELGOSIVIR";"2.0";"259.30";"0";"-1.13";"Celgosivir";"CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431603";"Antiviral activity against Dengue virus 2 3295 infected in BHK21 cells after 48 hrs by CFI assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"0.2"
"CHEMBL4460831";"";"None";"301.43";"0";"0.50";"71";"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCC1CCCCC1";"EC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431608";"Antiviral activity against Dengue virus 2 NGC infected in BHK21 cells after 48 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"1.5"
"CHEMBL4534211";"";"None";"319.44";"0";"0.12";"78";"COCCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO";"EC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431589";"Antiviral activity against Dengue virus 2 NGC infected in african green monkey Vero cells assessed as reduction in viral titer preincubated for 1 hr followed by viral infection measured after 5 days by plaque assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307520";"";"";"";"17.0"
"CHEMBL217092";"SARACATINIB";"3.0";"542.04";"1";"3.94";"AZD0530";"CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1";"EC90";"'='";"12.2";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL4431613";"Antiviral activity against Dengue virus 2 NGC infected in human HuH7 cells assessed as reduction in viral titer after 24 hrs";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"12.2"
"CHEMBL4438239";"";"None";"690.74";"2";"-4.95";"G418";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3C[C@H](C(C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O";"EC50";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4431621";"Antiviral activity against Dengue virus 2 infected in BHK cells assessed as reduction in cytopathic effect";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"3.0"
"CHEMBL4438239";"";"None";"690.74";"2";"-4.95";"G418";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3C[C@H](C(C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O";"EC50";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4431622";"Antiviral activity against Dengue virus 2 infected in BHK cells assessed as reduction in viral titer";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4431301";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"2.0"
"CHEMBL2064291";"";"None";"454.58";"0";"4.83";"7b";"CCCN1C(=O)[C@H](CCCn2cnc3c(NCc4ccccc4)ncnc32)[C@H]1c1ccccc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2067368";"Antiviral activity against Dengue virus 2 assessed as inhibition of virus-induced cytopathic effect by cell-based assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL2062436";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";""
"CHEMBL419335";"PANCRATISTATIN";"None";"325.27";"1";"-2.23";"4";"O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(c(O)c21)OCO3";"IC50";"'='";"0.063";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1011329";"Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL1150051";"1";"Scientific Literature";"J Nat Prod";"1992";"CHEMBL3307520";"";"";"";"0.063"
"CHEMBL98481";"";"None";"309.27";"0";"-1.93";"5";"O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(cc21)OCO3";"IC50";"'='";"0.67";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1011329";"Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL1150051";"1";"Scientific Literature";"J Nat Prod";"1992";"CHEMBL3307520";"";"";"";"0.67"
"CHEMBL478100";"";"None";"435.39";"0";"-0.22";"8";"CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](O)[C@@H]2c3cc4c(cc3C(=O)N[C@H]2[C@@H]1OC(C)=O)OCO4";"IC50";"'<'";"5.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1011329";"Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL1150051";"1";"Scientific Literature";"J Nat Prod";"1992";"CHEMBL3307520";"";"";"";"5.0"
"CHEMBL3809079";"";"None";"441.53";"0";"3.19";"25";"COc1cc(C)c(C(=O)NS(=O)(=O)c2ccccc2)cc1-c1ccc(C#CCO)s1";"EC50";"'='";"41000.0";"nM";"4.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3811667";"Antiviral activity against Dengue virus 4 MY01-22713 infected in human A549 cells assessed as reduction in DENV envelope protein level after 48 hrs";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3808360";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307651";"";"";"";"41.0"
"CHEMBL3810119";"";"None";"457.53";"0";"2.89";"26";"COc1cc(OC)c(-c2ccc(C#CCO)s2)cc1C(=O)NS(=O)(=O)c1ccccc1";"EC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3811667";"Antiviral activity against Dengue virus 4 MY01-22713 infected in human A549 cells assessed as reduction in DENV envelope protein level after 48 hrs";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"A549";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL3808360";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307651";"";"";"";"14.0"
"CHEMBL3808396";"";"None";"379.46";"0";"1.77";"23";"COc1cc(C)c(C(=O)NS(C)(=O)=O)cc1-c1ccc(C#CCO)s1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3811668";"Antiviral activity against Dengue virus 1 MY97-10245 infected in human A549 cells assessed as reduction in DENV envelope protein level up to 50 uM after 48 hrs";"F";"BAO_0000218";"organism-based format";"dengue virus type 1";"None";"None";"A549";"None";"";"";"";"CHEMBL613360";"dengue virus type 1";"dengue virus type 1";"ORGANISM";"CHEMBL3808360";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307651";"";"";"";""
"CHEMBL3808396";"";"None";"379.46";"0";"1.77";"23";"COc1cc(C)c(C(=O)NS(C)(=O)=O)cc1-c1ccc(C#CCO)s1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3811669";"Antiviral activity against Dengue virus 2 MY97-10340 infected in human A549 cells assessed as reduction in DENV envelope protein level up to 50 uM after 48 hrs";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3808360";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307651";"";"";"";""
"CHEMBL4437334";"";"None";"431.24";"0";"4.37";"32; NSC135618";"O=C1C=C/C(=N/Nc2ccc([N+](=O)[O-])cc2Cl)C=C1C(=O)Nc1cccc(Cl)c1";"EC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4356016";"Antiviral activity against Dengue virus 2 New Guinea C infected in human A549 cells after 48 hrs by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4354808";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.81"
"CHEMBL5200602";"";"None";"487.56";"0";"2.10";"75";"CC(C)[C@@H]1NC(=O)[C@@H](C[C@@]2(O)c3ccccc3N3C(=O)C(C)(C)N[C@@H]32)n2c1nc1ccccc1c2=O";"Activity";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5231537";"Antiviral activity against Dengue virus serotype 2 infected in HEK293T/17 cells assessed as reduction in viral production at 50 uM incubated for 24 hrs by flow cytometric analysis";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"HEK293T/17";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL5230120";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 24.0 hr";"";"";"50.0"
"CHEMBL3581157";"";"None";"490.43";"0";"4.72";"6b";"Cc1cc(OCc2ccc(F)cc2F)cc(=O)n1Cc1cn(Cc2cccc(C(F)(F)F)c2)nn1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3585219";"Antiviral activity against DENV serotype 2 strain New Guinea V infected in African green monkey Vero B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3580596";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307520";"";"";"";""
"CHEMBL4776091";"";"None";"436.60";"1";"6.35";"1";"CC1(C)CC(=O)C2=C(C1)N(Cc1ccccc1)C(c1ccccc1)N(Cc1ccccc1)C2";"EC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4770785";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as cytopathic effect after 96 hrs by LDH assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4765341";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 96.0 hr";"";"";"20.0"
"CHEMBL4789833";"";"None";"433.56";"1";"6.23";"5";"CC1(C)CC(=O)C2=C(C1)N(c1ccccc1)C(c1ccc(C#N)cc1)N(c1ccccc1)C2";"EC50";"'='";"7450.0";"nM";"5.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4770785";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as cytopathic effect after 96 hrs by LDH assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4765341";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 96.0 hr";"";"";"7.45"
"CHEMBL535429";"";"None";"378.35";"1";"5.02";"3";"COc1cc(Nc2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC";"EC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5037906";"Antiviral activity against DENV2 New Guinea C strain infected in human Huh7 cells assessed as reduction in viral infection measured after 48 hrs post infection by renilla luciferase assay relative to control";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5036348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 48.0 hr";"";"";"0.59"
"CHEMBL3234976";"";"None";"371.44";"1";"5.00";"15a";"COc1ccc(-c2cc3ccccc3nc2C(O)c2ccc(OC)cc2)cc1";"Inhibition";"'='";"33.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3242960";"Antiviral activity against DENV2 16681 infected in human Huh-7 cells at 5 uM after 3 days by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3232713";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307515";"";"";"";"33.5"
